Index,Date,Job Title,Location,Description,Seniority,Azure,Excel,Git,Google Sheets,Power Bi,Python,R,Sas,NoSQL,SQL,Tableau
220,2023-08-05,Data Analyst 2 - Analytics & Reporting,PA,"Effectv, the advertising sales division of Comcast Cable, helps local, regional and national advertisers use the best of digital with the power of TV to grow their business. It provides multi-screen marketing solutions to make advertising campaigns more effective and easier to execute. Headquartered in New York with offices throughout the country, Effectv has a presence in 66 markets with nearly 35 million owned and represented subscribers. We're dedicated to helping our clients meet their business goals by connecting them with their customers through multiscreen television advertising. Working with companies from local startups to nationwide corporations, we provide support to help each business reach its target customers. By applying data to television advertising in new ways, we're able to bring our clients the best of digital media, coupled with the power of TV. To learn more, check out www.effectv.com.Job SummaryResponsible for collecting, processing, analyzing and reporting data related to Engineering Operations. Produces both recurring and ad-hoc reports with the purpose of measuring progress towards goals, measuring performance against objectives and the identification of improvement opportunities. Works with moderate guidance in own area of knowledge.Job DescriptionRequired Professional Experience & Competencies include:Working experience with Tableau and/or other BI visualization toolsWorking experience with SQL, Python, and/or other similar programming languagesMicrosoft ExcelStrong Analytical/Critical Thinking skillsStrong written and verbal communication skillsStrong prioritization and time management skillsDesired Skills:Microsoft SQL Server Integration Services (SSIS) / Analysis Services (SSAS)LookerGrafanaElastic Stack (ELK)Business IntelligenceData Insights; Data Mapping; Data Prep and NormalizationMachine Learning/Predictive AnalyticsScaled Agile Framework (SAFe)Core ResponsibilitiesCollects, processes, and analyzes data to provide recurring and ad-hoc reports.Partners with team members and business leaders to develop and understand metrics packages.Partners with team members to analyze qualitative and quantitative data to determine areas of improvements including vetting new methods of automation, data sourcing, and gains in the efficiency and reliability of reporting.Accountable for all aspects of project ownership including driving milestones, coordinating tasks with other team members and project completion.Maintains group policies and procedures and ensures policy compliance between engineering, business, and third-party vendor groups.Accountable for weekly updates on group priorities and achievements to leadership.Regular, consistent, and punctual attendance. Must be able to work nights and weekends, variable schedule(s) and overtime as necessary.Other duties and responsibilities as assigned.Employees at all levels are expected to:Understand our Operating Principles; make them the guidelines for how you do your job.Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services.Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences.Win as a team - make big things happen by working together and being open to new ideas.Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers.Drive results and growth.Respect and promote inclusion & diversity.Do what's right for each other, our customers, investors and our communities.Disclaimer:This information has been designed to indicate the general nature and level of work performed by employees in this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications.Comcast is an EOE/Veterans/Disabled/LGBT employer.Comcast is proud to be an equal opportunity workplace. We will consider all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran status, genetic information, or any other basis protected by applicable law. Comcast will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable law, including the Los Angeles Fair Chance Initiative for Hiring Ordinance and the San Francisco Fair Chance Ordinance.EducationBachelor's DegreeWhile possessing the stated degree is preferred, Comcast also may consider applicants who hold some combination of coursework and experience, or who have extensive related professional experience.Relevant Work Experience2-5 YearsSalary:National Pay Range: $24.60 USD-$57.66 USDComcast intends to offer the selected candidate base pay within this range, dependent on job-related, non-discriminatory factors such as experience.Base pay is one part of the Total Rewards that Comcast provides to compensate and recognize employees for their work. Most sales positions are eligible for a Commission under the terms of an applicable plan, while most non-sales positions are eligible for a Bonus. Additionally, Comcast provides best-in-class Benefits. We believe that benefits should connect you to the support you need when it matters most, and should help you care for those who matter most. That's why we provide an array of options, expert guidance and always-on tools, that are personalized to meet the needs of your reality - to help support you physically, financially and emotionally through the big milestones and in your everyday life. Please visit the compensation and benefits summary on our careers site for more details.PDN-99cc38f0-b7b3-4c2e-971f-0f7cb0991748",Mid-Senior level,0,0,0,0,0,1,0,0,0,1,1
221,2023-07-20,Data Analyst,MA,"Must be on CoolSnail Technologies W2 or 1099




NO OPT CPT




No relocation




A Few Details/responsibilities About The Role




Need SQL and financial services data experience (Python is a plus but not required).",Entry level,0,0,0,0,0,1,0,0,0,1,0
222,2023-07-19,Senior Data Analyst,GA,"Senior Data Analyst



What You’ll Do



Collaborate with multiple internal stakeholders in Google Cloud Learning organization to fulfill their reporting and analytic requests and convert them into BI solutions
Create ETL packages and scripts to extract and load data into a data warehouse using Google internal workflow engines to meet the business data needs
Migrate legacy workflows to the new infrastructure adhering to the new design standards
Implement data security and access policy standards

Requirements



Minimum Qualifications:
5-10 years of hands-on experience in Data Warehousing, ETL & Reporting
Extensive experience of executing multiple data warehouse projects in variety of business domains
Strong SQL and data manipulation skills, proficient in query development
Fluent in data visualizations techniques using tools such as Google Dashboards (PLX Dashboards), Data Studio, Looker, Tableau or similar technologies
Preferred Qualifications:
Prior experience with Google internal BI stack (Dremel/F1, BigQuery, PLX, Looker)
Experience in statistical modeling using tools such as R, SciPy, SAS
Proficient in building analytical models in Google Sheets or Excel
Excellent problem-solving, project management, team collaboration and organizational skills
Nice, but not required: Familiar with HTML, Apps Script, Javascript, Python, Unix Shell Scripting

What We Offer



Medical, Dental and Vision Insurance (Subsidized)
Health Savings Account
Flexible Spending Accounts (Healthcare, Dependent Care, Commuter)
Short-Term and Long-Term Disability (Company Provided)
Life and AD&D Insurance (Company Provided)
Employee Assistance Program
Unlimited access to LinkedIn learning solutions
Matched 401(k) Retirement Savings Plan
Paid Time Off",Mid-Senior level,0,1,0,1,0,1,1,1,0,1,1
223,2023-07-28,RA/QA Data Analyst,CA,"Amick Brown is seeking an experienced RA/QA Data Analyst for our direct client.




Location: Sunnyvale, CA / Hybrid




Duration: 12 Months.




Estimated pay range: $ 44 - 55 hour per client contract and candidate skills, experience and work location.




Job Description




The RA/QA Data Analyst will be a member of the RA/QA data analytics team and use technical expertise and a solid understanding of business processes and needs to turn data into useful information.
In this role, the analyst will work closely with various business teams to understand, collect, clarify, and translate business data requirements into reports and analytics as required.
The analyst will be heavily involved with the use, distribution, and successful delivery of reports on a periodic basis.
The ideal candidate would have medical device post market experience and have the ability to explore and integrate different data sources using tools such as SQL and Tableau.




Responsibilities




Partner with various Quality Management System (QMS) business teams to support data needs
Translate non-technical data requirements into metrics, reports, and visualization dashboards
Partner with business teams to define and document business requirements for new metrics and reports
Ability to execute deep dives into available data sets to provide insight on product quality performance
Develop user documentation and a variety of visual representation of data analysis and ensures consistency and accuracy of data and analysis provided
Support business system integrations for data needs and report outputs
Perform ongoing monitoring and refinement of reports and analytical solutions to ensure a good user experience in support reports and dashboards
Partner with architecture and solution delivery teams to enable reports that have long-term value
Perform functional, regression, usability test, etc. as applicable for both new and existing datasets, reports and dashboards. Document and summarize test results and findings as required




Skill/Job Requirements




Education: Bachelor's or higher degree in Statistics, Mathematics, Computer and Information Science or equivalent blend of work and certification experience required
Minimum 5 years of data analytics experience, with 3+ years hands on using Tableau required
Minimum 3+ years of experience with Microsoft SQL or equivalent required
Programming skills and experience, especially for data exploration and presentation to management and other users of data required
Highly organized, self-starter and highly motivated with strong prioritization skills managing multiple projects required
Creative problem solver that is able to look at an issue from a variety of angles required
Ability to work in fast-paced teams with a great work ethic and an enthusiasm for problem solving and data analysis required
Working experience in medical device, pharmaceutical, regulatory or other related industries highly preferred
Experience and capability using visualization software such as Tableau, Power BI, and familiarity with SAP, CRM or other ERP system preferred
Knowledge of the business of medical device development and manufacture preferred
Excellent writing skills and documentation skills that enable analyses to be reliably reproduced using the same data years later preferred




Amick Brown is an Information Technology consulting company specializing in ERP, Data Analytics, Information Security, Application Development, Networking, and Cloud Computing. The company was founded in 2010 and is headquartered in San Ramon, California.




Regular full-time employees are eligible for the following Amick Brown provided benefits:




Health
Vision
Dental
401k with company match
Paid time off
Sick Leave
Short-Term Disability
Life Insurance
Wellness & Discount Programs",Entry level,0,0,0,0,1,0,0,0,0,1,1
224,2023-07-31,Data Analyst,OK,"Description




Conducts requirement analysis to establish user needs and appropriate business intelligence (BI) provision. Designs, develops and maintains data warehouse architecture for BI provision. Performs data analysis and develops business intelligence (BI) products and is responsible for the end to end production and delivery of BI products to internal and external users, including Clients. Includes business layer, data services, reports and dashboards. Provides enterprise-wide governance of and liaison with BI users.




What Part Will You Play?




Maintains existing and produces basic designs for data warehouse architecture and Business Intelligence (BI) products, in accordance with departmental guidance and requests from more experienced Developers. Occasionally participates in technical projects to develop technical acumen in specific areas. Writes code for specific tasks and develops specific objects, as directed. Assists in the resolution of routine issues to build knowledge of troubleshooting and support BI users.
Continues to build upon and consolidate knowledge by participating in department initiatives. Assists in identifying opportunities to improve practices and processes. Updates department documentation as requested.
Continues to foster interdepartmental relationships with users throughout the organization. Reviews requirements to develop a solution to routine issues/ inquiries, and escalating as appropriate.
Provides support to users of BI products by responding to emails and forms with answers and solutions to their questions.
What Are We Looking For in This Role?




Minimum Qualifications




Relevant Experience or Degree in: Information Technology, Mathematics, or related field
Typically Minimum 2 Years Relevant Exp
Development and data warehouse design experience




Preferred Qualifications




None Identified
What Are Our Desired Skills and Capabilities?




Skills / Knowledge - Developing professional expertise, applies company policies and procedures to resolve a variety of issues.
Strong understanding of reporting requirements and structural hierarchies for reporting in a collaborative environment.
Job Complexity - Works on problems of moderate scope where analysis of situations or data requires a review of a variety of factors. Exercises judgment within defined procedures and practices to determine appropriate action. Builds productive internal/external working relationships.
Supervision - Normally receives general instructions on routine work, detailed instructions on new projects or assignments.
Development Skills - Transact-SQL (T-SQL), SQL Server Integration Services (SSIS), SQL Server Analysis Services (SSAS), SQL Server Reporting Services (SSRS)
Design Abilities - Data warehouse design
Computer Knowledge - Advanced Microsoft Excel, Google Suite",Entry level,0,1,0,0,0,0,0,0,0,1,0
225,2023-07-27,Data Analyst III,CA,"The role of Analyst/Sr Analyst, Customer & Market Insights will join Salesforce's world-class research, analysis, and listening function that delivers objective, actionable data-driven insights to help Salesforce stay relevant, deliver sharp creative and marketing strategies, and keep our competition on its toes.




This is a contract role in support of the Customer & Market Insights team's Data & Analytics function, that bridges technical analytics expertise with a business-focused, communication-forward perspective to develop impactful data-driven strategies that help Salesforce Marketing succeed.




In this role, you'll be responsible for end-to-end data & analytics including data gathering & cleaning, interpretation & visualization, and reporting & presentation to inform top marketing priorities across marketing technology, brand campaigns, sponsorship investments, and more.




Who We're Looking For




We're looking for an individual who's just as excited about getting knee-deep in an Excel spreadsheet as they are presenting data-driven recommendations to marketing leaders. The ideal candidate has a sound technical grounding with a strong consultative approach. They are comfortable in a fast-paced, variable environment and constantly seek new challenges and ways to drive business impact.




Roles & Responsibilities




Develop deep understanding of marketing stakeholders' business objectives, needs, and challenges
Translate stakeholder business questions into marketing experiments & analysis plans; and use knowledge of business to proactively identify new project opportunities
Write queries to extract data from various sources
Clean data, process data, and document all steps taken
Establish and validate hypotheses
Analyze multiple types & forms of data, including user behavior, marketing spend, and campaign engagement, identify key insights, and generate clear business recommendations
Create and maintain dashboards and visualizations
Develop clear, action-oriented narratives
Proactively socialize research with other researchers, key stakeholders, and marketing leaders




Required Skills & Qualifications




Minimum 3 years' experience in marketing analytics or web analytics
Familiarity with product analytics and/or product management
Familiarity with web analytics
Experience working with large structured and unstructured data stores
Experience with query language (e.g. BigQuery, SQL)
Experience cleaning, and processing data
Experience with data visualization tools (e.g. Tableau, Datorama, Looker)
Ability to connect the dots between multiple data sets
Ability to translate insights into clear, compelling stories for non-analytical audiences
Ability to manage competing priorities
Critical thinking & problem solving skills
Strong written communication, verbal communication, and presentation skills
Strong interpersonal skills and ability to collaborate with peers and cross-functional partners
Self-motivated and capable of working in a fast-paced, startup environment while managing multiple projects simultaneously




Bonus Skills & Qualifications




Understanding of B2B marketing and paid advertising
Experience with programming language (e.g. Python, R)
Knowledge of advanced statistics (e.g. significance testing, trending)",Entry level,0,1,0,0,0,1,0,0,0,1,1
226,2023-07-10,AMI Network Analyst (Data Analyst),NY,"Title: AMI Network Analyst (Data Analyst)




Location: Hybrid / 3-4 days onsite per week / New York, NY




Duration: 12 Months




Key Requirement AMI Network (Advanced Metering Infrastructure) Experience




Requirements And Skills




Candidate must be an agile, self-started that engages issues seeking resolution.
Candidate must be able to work as an individual with a high quality of work that is checked frequently
Candidate must be able to communicate and engage in a team environment.
Candidate must be able to interpret technical and business requirement documents.
Candidate must have strong verbal skills with the ability to clearly communicate technical issues and solutions with business users and technical support teams.
Candidate must have strong writing skills with the ability to develop and refine procedural and process flow documents.
Candidate must have the ability to learn AMI and Legacy applications with proper training.
Candidate must have the ability to interpret individual meter device data through multiple business systems to identify design failure points.
Candidate must have experience investigating exceptions and pursue resolution through technical or operational routes as necessary.
Candidate must have experience in resolving issues and applying lessons learning to new situations.
Candidate must have the ability to develop database queries for data analysis and reporting.
Candidate must have experience with data collection and reporting analytic and issue resolution purposes.
Candidate must have ability to collect and analyze data in order to produce performance summaries, exceptions, gaps, trends and opportunities.
Candidate must have experience with large data set management, discrepancy investigation and data cleanup.
Candidate must have experience with data presentment and analysis from multiple databases.
Candidate must have experience with utility data associated with metering and account activity
Candidate must have experience performing data quality review and report refinement to meet operational business reporting needs
Candidate must have familiarity with commodity and service requirements associated with Utility Metering Operations
Candidate must have experience in troubleshooting synchronization issues between multiple databases.




Preferred Skills




Experience working on repetitive tasks
Experience publishing daily performance and detail reports.
Experience with executing business system test scripts, documenting and reporting testing results.
Experience with data analysis and interpretation and account/field/record correction.
Experience preferred with utility energy management systems or billing systems
Demonstrated experience with data retrieval from databases (i.e. Oracle, MS Access), and running comparison scripts to identify discrepant information.
Experience with data visualization through Tableau and Power BI.
Experience with the creation of automated data reporting",Mid-Senior level,0,0,0,0,1,0,0,0,0,0,1
227,2023-07-15,Senior Data Analyst,GA,"Position Purpose




A Sr Data Analyst leverages proven technical abilities to synthesize complex analytical tasks into easily understood data-driven stories. Responsible for working collaboratively among other talented analysts to apply established and create new analytical processes on diverse datasets to deduce insights and solve real-world business problems. Also ensures that all reporting and analytical responsibilities are completed competently in a timely manner, continually seeks out opportunities to learn new and hone existing technical skills (e.g. writing SQL/code, BI visualization development, machine learning, etc.) and operates under minimal supervision and mentorship of more experienced managers and data scientists.




Key Responsibilities




30% Leverages data analytics tools to create new dashboards, reports, and any additional ad-hoc requests
20% Executes existing reporting and analytical responsibilities
20% Ensures the quality of work output by displaying a keen attention to detail
20% Presents findings in easily understood ways, focuses on how the data analytics fits into the bigger picture
10% Develops additional technical competencies and subject matter expertise within core functional group




Direct Manager/Direct Reports




This position reports to Manager or Sr Manager
This position has no Direct Reports




Travel Requirements




Typically requires overnight travel less than 10% of the time.




Physical Requirements




Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.




Working Conditions




Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.




Minimum Qualifications




Must be eighteen years of age or older.
Must be legally permitted to work in the United States.




Preferred Qualifications




2-4 years work experience in data mining, statistical analysis, auditing, and/or forecasting.
An intermediary understanding of SQL or working directly with MS Access joining relational tables together and/or some knowledge of one other scripting/compiled/statistical programming language (e.g. VBA, Python, R, SAS, .NET, C++, Java, etc.)
Experience building reports/analyses with analytical tools (e.g. Excel, JMP, SAS, Mathematica, SPSS, Tableau, etc.)
Prior direct experience in analyzing the relevant subject matter (e.g. Supply Chain, Merchandising, Operations, etc.)
B.S. in Computer Science, Math, Engineering, Finance, or related quantitative field.
Work experience with MS Excel, MS Access, SQL Server, Teradata, Oracle, or comparable database systems.




Minimum Education




The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job.




Minimum Years Of Work Experience




2




Competencies




Critical thinking skills to identify the strengths and weaknesses of alternative solutions; ability to understand and foresee implications of new information for current and future problems solving.
An unquenchable intellectual curiosity for getting at the underlying story being told within the data.
Strong written and verbal communications skills. Ability to persuade, inform, and influence others based on findings. A track record of taking complex results and communicating them in an easily understood way.
Superior interpersonal skills and ability to collaborate actively and work in a team environment.
Ability to quickly learn and adapt to new technologies, tools, and techniques.",Mid-Senior level,0,1,0,0,0,1,1,1,0,1,1
228,2023-07-11,Data Analyst,CO,"Job Description

Title : Data Analyst

Remote

Duration : 6 months (possible extension)

Description

Looking for Data Analyst with Python and Knime skills",Entry level,0,0,0,0,0,1,0,0,0,0,0
229,2023-07-11,"BI Data Analyst- Vernon, CA",CA,"Position: BI Data Analyst

Location: Vernon CA

Duration: Fulltime/ Contract

Rate: DOE

Role : Business Intelligence Data Analyst

Must Haves / Top 3 Primary Skills

Power BI
Strong SQL
Netsuite, preferred
Notes on Role :

This role is a hybrid between highly technical and function. They will spend equal time working with stakeholders to understand all requirements regarding data gathering and understanding KPI's in order to build dashboards and reports. Looking for someone with ~5 years of experience and will take ownership of the report building by understanding of basic business. Their ERP is Netsuite and it is ideal if this person has been exposed and understands reporting needs for Supply Chain. They should be able to pull data from Netsuite to Power BI from reports or Saved Searches.

They will be writing write SQL, create reports from scratch on tableau (building these front-end reports), and data warehousing.

Job Description

As the Lead Data Analyst, you'll play a key role in analyzing our unique data and driving business decisions across the company. You'll work closely with all business departments to identify data needs, create ETL pipelines, and build rich reporting and analysis.

Our primary system of record is Netsuite, and our primary ""future state BI tool is Power BI. In your role, you'll work to become familiar with NetSuite, along with other internal system databases, in order to create the appropriate data sources in Power BI for analysis. You'll help understand data needs from different departments, create and maintain the key data sources, and build influential reporting across Classic Home.

To Be Successful, You'll Need To Be Comfortable With

Relational databases (setting schema, building tables, indexing keys, etc.)
Tableau and Tableau Server (creating dashboards, maintaining automated reports, etc.)
Data access management (creating user accounts, setting permissions, monitoring access logs,etc.)
ETLs (creating and maintaining data pipelines, writing transformations in SQL) nice to have
Datawarehousing
Responsibilities

Create Tableau reports and dashboards.
Manage Tableau Server, and our data warehouse.
Empower users to add and analyze new data sources.
Identify process improvements that can be solved by leveraging Tableau
Requirements

4+ years experience with Power BI.
2+ years experience with Netsuite and/or similar ERP systems.
Proficiency in SQL.
Recommendations

Familiarity with Netsuite's API.
Profiency in Python or another scripting language.
Experience in maintaining production databases.",Entry level,0,0,0,0,1,1,0,0,0,1,1
230,2023-07-28,Data Analyst II,NY,"Position: Data Analyst II Locations: New York, NY 10281 OR Reston, VA 20190 Duration: 03 months assignment with possibility of extension * *Position Summary The Data Analyst II will be a member of a cross-functional digital campaign team, tasked with accurately provisioning for the purpose of outbound digital communications including email and SMS campaigns. Qualified candidates will plan, analyze, develop, test, deliver and complete quality assurance of data they provision to support these external communications. Essential Functions / Responsibilities- Fulfill data requests from internal customers using a sound understanding of Client data, data policies and governance.- Create complex data extensions and automation activities using SQL.- Partner with Digital Production staff to customize data output as required for use in personalization, dynamic content, and reporting.- Provide customer support on an as needed basis by investigating and addressing escalated incidents with data quality.- Understand Salesforce Marketing Cloud (SFMC) data models, data extensions, and the core system data structure to successfully deliver segmented and tailored messaging to meet business needs.- Facilitate and participate in detailed data analysis necessary to measure, identify and track the quality of data in an ongoing manner.- Complete quality assurance of SQL code and data output to ensure business requirements and specs have been met. Principal Relationships Internal Contacts:- Maintain regular contact with Communications and Marketing, Information Technology DATA, Client Programs, and Operations. External Contacts:- Participate in phone and email exchanges with a third-party systems integrator and Salesforce as needed. Minimum Qualifications Education/Experience:- Bachelor's degree required. Additional post graduate degree, MS, or MBS preferred.- Experience with standard business and project management processes.- 4-6 years' experience in managing and executing data management initiatives, including data management, warehousing, provisioning, and business intelligence.- Advanced knowledge of SQL, PL/SQL, and expertise in SQL standards and best practices.- Experience in project management.- Practical knowledge of DBMS, ETL tools, reporting and analysis tools, and data mining tools.- Experience in multiple areas of data standards, data management, data warehousing and business intelligence is essential.- Demonstrated ability to complete projects on time and on budget.- Experience with education related data is preferred. Related Skills & Other Requirements:- Demonstrated competency in strategic thinking with strong abilities in relationship management.- Experience in business process analysis, design, and documentation.- Demonstrable experience in Salesforce Marketing Cloud or the ability and willingness to quickly learn Salesforce best practices and development.- Experience with AWS and/or similar cloud technology is a plus.- Execution and delivery focused mind set.- Excellent communication, presentation, and interpersonal skills.- Ability to conceptualize and articulate ideas clearly and concisely.- Strong analytical and data analysis experience with structured problem-solving ability.- Self-motivated and team oriented.- Ability to effectively handle multiple situations simultaneously.- Desire to learn, explore and be challenged.Ampcus is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identify, national origin, age, protected veterans or individuals with disabilities.",Entry level,0,0,0,0,0,0,0,0,0,1,0
231,2023-07-31,Entry Level Business/Data Analyst,VA,"Job Description




We are seeking Junior Business & Data Analyst's to become an integral part of our team! You will analyze data to understand business and market trends in order to increase company revenue and efficiency.




Multiple job openings, Nationwide. Must be willing to relocate .Candidates must be located in USA.




Responsibilities:




Use data to understand business patterns and trends
Analyze internal and external data through quantitative research
Communicate findings to company through standard and ad hoc reports
Promote best practices in data analysis and reporting
Collaborate with cross-functional teams




Qualifications:




Bachelor's degree
Knowledge of SQL,statistical tools and business reporting
Strong problem solving and critical thinking skills
Strong attention to detail & Good communication
Ability to prioritize and multitask




""Asta CRS, Inc. is an Equal Opportunity Employer M/F/V/D."" ASTA CRS is proud to state that we are enrolled with the USCIS for the E-Verification Program .




Company Description




ASTA Corporate Resource Solutions Inc is one of the Fastest Growing IT Companies in Northern America and the DC Metro Area with its headquarters in Ashburn, Virginia. ASTA CRS is an Information Technology Provider delivering superior quality software development, consulting, and staffing solutions to our client partners.




ASTA CRS services are uniquely positioned to support clients in achieving profound efficiencies and relentlessly delivering results. ASTA CRS is a long-time and trusted resource for its clients and partners.




Asta CRS, Inc. is an Equal Opportunity Employer M/F/V/D. ASTA CRS is proud to state that we are enrolled with the USCIS for the E-Verification Program.




ASTA Corporate Resource Solutions Inc is one of the Fastest Growing IT Companies in Northern America and the DC Metro Area with its headquarters in Ashburn, Virginia. ASTA CRS is an Information Technology Provider delivering superior quality software development, consulting, and staffing solutions to our client partners. ASTA CRS services are uniquely positioned to support clients in achieving profound efficiencies and relentlessly delivering results. ASTA CRS is a long-time and trusted resource for its clients and partners. Asta CRS, Inc. is an Equal Opportunity Employer M/F/V/D. ASTA CRS is proud to state that we are enrolled with the USCIS for the E-Verification Program.",Mid-Senior level,0,0,0,0,0,0,0,0,0,1,0
232,2023-07-29,Data Analyst,NC,"Occupational Summary

: The Data Analyst will collect, evaluate, and prepare research and/or other complex statistical data for the College.\ This position will be directly involved in preparing statistical and narrative reports and recommendations, and will manage the analysis and interpretation of data as appropriate to present research to inform and support evidence-based decisions at the College.

Essential Duties And Responsibilities

: - Provides technical and analytical support to departments, committees and administration concerning data needs and statistical analyses - Plans, designs, and analyzes institutional research and benchmarking studies that support the Colleges academic programs and institutional decision-making - Designs, maintains, extracts and reports data from institutional, state and national databases and data warehouses - Assembles, compiles, and maintains selected data from various sources, including data files, state reports and documents, other community college studies, and various standard reports for use by the College - Assists in the preparation of reports, position papers, statistical tables and graphs, and other materials for IPEDS, NCCCS, and other agencies and organizations as requested - Manages the Taskstream accountability management system; provides user support for employees, including but not limited to account creation, program set up, generating reports, and providing analysis of findings - Conducts analysis of assessment/evaluative surveys and other assessment instruments using the Class Climate platform to include student opinion of instruction, graduate/non-completer follow-up, and services review surveys - Identifies and translates data and information needs and requirements into customized reports, scorecards, dashboards and visualizations - Utilizes a variety of visualization methods such as Excel, Power BI, or PowerPoint to present information to College personnel to facilitate institutional decision-making - Researches and maintains knowledge of the development, management, and use of relational databases - Assists in collecting, preparing, and cleaning data for reports to meet proprietary, local, state, regional, and national requirements/directives to ensure compliance with accreditation requirements - Identifies, collects, organizes, analyzes, interprets, manages and reports data as needed to fulfill routine and/or specific internal and external requests - Advances the application of analytics and reporting that promote operational efficiencies at the College and help drive innovation within the domain of Business Intelligence - Participates and/or represents the Institutional Effectiveness department, as needed, on committees, task forces, at conferences and professional meetings - Performs other job-related duties and projects as assigned in support of the Colleges mission, core values and goals

Minimum Qualifications

: Bachelors degree in a field of study closely related to statistics, data analytics, or data management from a regionally accredited institution of higher learning.\ \ Three (3) years full-time experience working in a professional environment in data management or statistics.\ \ Preferred:\ Masters degree from a regionally accredited institution of higher learning.\ \ Experience utilizing Taskstream and Colleague.

Knowledge, Skills And Abilities

: Knowledge

Knowledge of College policies and procedures related to institutional effectiveness - Planning and research processes and procedures - Regional accreditation requirements, guidelines and reporting - Intermediate statistical theories and principles - Outcomes assessment of student learning - Advanced knowledge of record control and statistical record keeping \ **Skills** - Advanced computer skills and technical proficiency in Microsoft Office applications - Strong mathematical skills to help collect, measure, organize and analyze data - Technical proficiency regarding database design development, data models, techniques for data mining, and segmentation - Proficiency in statistics - Effective verbal, listening and written communication skills - Attention to detail and high level of accuracy - Effective planning, coordination and organizational skills to meet work deadlines - Interpersonal skills with proven ability to work in a team environment \ \ **Abilities** - Ability to record, compile, analyze and summarize data - Ability to develop queries, write reports and make presentations - Ability to apply principles of logical or scientific thinking to define problems, collect data, establish facts, and draw valid conclusions - Provide high-quality internal and external customer service - Work independently with minimal supervision - Establish and maintain effective working relationships with those contacted in the course of work - Handle confidential information with absolute discretion - Commitment to diversity, equity and inclusion; demonstrated ability to work effectively with a culturally diverse workforce, including those with different levels of academic preparation and varying physical and learning abilities, and socioeconomic levels",Entry level,0,1,0,0,1,0,0,0,0,0,0
233,2023-07-29,Data Analyst,NC,"Responsibilities




Kforce has a client in Charlotte, NC that is seeking a Data Analyst. Responsibilities:




The Data Analyst will collaborate to design and develop schemas and data acquisition, transformations, and data integration
Design and develop complex workflows in Alteryx
Develop and maintain dashboards and visualizations in Tableau
Coordinate data remediation defects with production support teams
As a Data Analyst, you will provide support for our development team




Requirements




Undergraduate degree or advanced degree preferred in Computer Science
Experience developing in data analytics or reporting
Knowledgeable in data modeling techniques and SQL
Experience in SQL, Python, Alteryx, Tableau, Power BI
Experience using data Analytics tools such as Alteryx or similar
Strong communication skills: confident interacting with business stakeholders and managing their expectations
Analytical, logical and strategic thinker, able to structure and communicate ideas clearly
Hands-on experience writing\debugging complex SQL queries




The pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this range. Employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. This range may be modified in the future.




We offer comprehensive benefits including medical/dental/vision insurance, HSA, FSA, 401(k), and life, disability & ADD insurance to eligible employees. Salaried personnel receive paid time off. Hourly employees are not eligible for paid time off unless required by law. Hourly employees on a Service Contract Act project are eligible for paid sick leave.




Note: Pay is not considered compensation until it is earned, vested and determinable. The amount and availability of any compensation remains in Kforce's sole discretion unless and until paid and may be modified in its discretion consistent with the law.




This job is not eligible for bonuses, incentives or commissions.




Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.




Salary: $75 - $85 per hour",Associate,0,0,0,0,1,1,0,0,0,1,1
